EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,EXPSQ,YEAR,LOGWKS,ID,EXPB,WKSB,OCCB,INDB,SOUTHB,SMSAB,UNIONB,EXPSQB                    
14,51,1,0,0,1,1,0,0,11,0,6.5510800,196,7,3.9318256,100,11,49.8571429,1,0,0,1,0,125                  
29,47,1,1,0,1,1,0,0,14,0,6.6970300,841,1,3.8501476,101,32,44,.7142857,1,0,1,0,1028                  
30,47,1,1,0,1,1,0,0,14,0,6.7968200,900,2,3.8501476,101,32,44,.7142857,1,0,1,0,1028                  
31,36,1,1,0,1,1,0,0,14,0,6.8946700,961,3,3.5835189,101,32,44,.7142857,1,0,1,0,1028                  
32,46,1,1,0,1,1,0,0,14,0,6.9688500,1024,4,3.8286414,101,32,44,.7142857,1,0,1,0,1028                 
33,43,0,1,0,1,0,0,0,14,0,6.9256000,1089,5,3.7612001,101,32,44,.7142857,1,0,1,0,1028                 
34,44,1,1,0,1,1,0,0,14,0,7.1800700,1156,6,3.7841896,101,32,44,.7142857,1,0,1,0,1028                 
35,45,0,1,0,1,1,0,0,14,0,7.1724200,1225,7,3.8066625,101,32,44,.7142857,1,0,1,0,1028                 
3,50,0,1,0,1,0,0,0,17,0,6.6846100,9,1,3.9120230,102,6,49.1428571,0,1,0,1,0,40   
4,50,0,1,0,1,0,0,0,17,0,6.8023900,16,2,3.9120230,102,6,49.1428571,0,1,0,1,0,40  
5,49,0,1,0,1,0,0,0,17,0,6.9077600,25,3,3.8918203,102,6,49.1428571,0,1,0,1,0,40  
6,48,0,1,0,1,0,0,0,17,0,7.0475200,36,4,3.8712010,102,6,49.1428571,0,1,0,1,0,40  
7,49,0,1,0,1,0,0,0,17,0,7.0475200,49,5,3.8918203,102,6,49.1428571,0,1,0,1,0,40  
8,49,0,1,0,1,0,0,0,17,0,7.3132200,64,6,3.8918203,102,6,49.1428571,0,1,0,1,0,40  
9,49,0,1,0,1,0,0,0,17,0,7.4383800,81,7,3.8918203,102,6,49.1428571,0,1,0,1,0,40  
14,35,0,0,0,1,1,0,0,16,0,6.3099200,196,1,3.5553481,103,17,40.5714286,0,0,0,1,0,293                  
15,35,0,0,0,1,1,0,0,16,0,6.5861700,225,2,3.5553481,103,17,40.5714286,0,0,0,1,0,293                  
16,44,0,0,0,1,1,0,0,16,0,6.6200700,256,3,3.7841896,103,17,40.5714286,0,0,0,1,0,293                  
17,43,0,0,0,1,1,0,0,16,0,6.9077600,289,4,3.7612001,103,17,40.5714286,0,0,0,1,0,293                  
18,42,0,0,0,1,1,0,0,16,0,6.9660200,324,5,3.7376696,103,17,40.5714286,0,0,0,1,0,293                  
19,42,0,0,0,1,1,0,0,16,0,7.0690200,361,6,3.7376696,103,17,40.5714286,0,0,0,1,0,293                  
20,43,0,0,0,1,1,0,0,16,0,6.9565500,400,7,3.7612001,103,17,40.5714286,0,0,0,1,0,293                  
17,52,1,1,1,1,0,0,0,7,0,5.7365700,289,1,3.9512437,104,20,50,1,1,1,1,0,404       
18,51,1,1,1,1,0,0,0,7,0,5.8141300,324,2,3.9318256,104,20,50,1,1,1,1,0,404       
19,50,1,1,1,1,0,0,0,7,0,5.8999000,361,3,3.9120230,104,20,50,1,1,1,1,0,404       
20,50,1,1,1,1,0,0,0,7,0,5.9401700,400,4,3.9120230,104,20,50,1,1,1,1,0,404       
21,50,1,1,1,1,0,0,0,7,0,6.1312300,441,5,3.9120230,104,20,50,1,1,1,1,0,404       
22,49,1,1,1,1,0,0,0,7,0,6.1312300,484,6,3.8918203,104,20,50,1,1,1,1,0,404       
23,48,1,1,1,1,0,0,0,7,0,6.1092500,529,7,3.8712010,104,20,50,1,1,1,1,0,404       
11,49,0,0,1,1,0,0,0,14,0,6.6720300,121,1,3.8918203,105,14,47.7142857,0,0,1,1,0,200                  
12,48,0,0,1,1,0,0,0,14,0,6.8426800,144,2,3.8712010,105,14,47.7142857,0,0,1,1,0,200                  
13,47,0,0,1,1,0,0,0,14,0,6.8405500,169,3,3.8501476,105,14,47.7142857,0,0,1,1,0,200                  
14,48,0,0,1,1,0,0,0,14,0,6.8564600,196,4,3.8712010,105,14,47.7142857,0,0,1,1,0,200                  
15,49,0,0,1,1,0,0,0,14,0,6.9948500,225,5,3.8918203,105,14,47.7142857,0,0,1,1,0,200                  
16,46,0,0,1,1,1,0,0,14,0,7.0561800,256,6,3.8286414,105,14,47.7142857,0,0,1,1,0,200                  
17,47,0,0,1,1,1,0,0,14,0,7.2970900,289,7,3.8501476,105,14,47.7142857,0,0,1,1,0,200                  
6,49,0,0,1,1,1,0,0,12,0,6.3630300,36,1,3.8918203,106,9,49.2857143,0,.1428571,1,1,0,85               
7,51,0,0,1,1,1,0,0,12,0,6.4769700,49,2,3.9318256,106,9,49.2857143,0,.1428571,1,1,0,85               
8,50,0,0,1,1,1,0,0,12,0,6.5722800,64,3,3.9120230,106,9,49.2857143,0,.1428571,1,1,0,85               
9,49,0,0,1,1,1,0,0,12,0,6.6592900,81,4,3.8918203,106,9,49.2857143,0,.1428571,1,1,0,85               
10,49,0,0,1,1,1,0,0,12,0,6.8023900,100,5,3.8918203,106,9,49.2857143,0,.1428571,1,1,0,85             
11,48,0,0,1,1,1,0,0,12,0,6.5889300,121,6,3.8712010,106,9,49.2857143,0,.1428571,1,1,0,85             
12,49,0,1,1,1,1,0,0,12,0,6.7684900,144,7,3.8918203,106,9,49.2857143,0,.1428571,1,1,0,85             
31,47,0,1,0,1,1,0,0,12,0,6.9057500,961,1,3.8501476,107,34,45.4285714,0,1,0,1,0,1160                 
32,48,0,1,0,1,1,0,0,12,0,6.9057500,1024,2,3.8712010,107,34,45.4285714,0,1,0,1,0,1160                
33,48,0,1,0,1,1,0,0,12,0,7.1309000,1089,3,3.8712010,107,34,45.4285714,0,1,0,1,0,1160                
34,45,0,1,0,1,1,0,0,12,0,7.1309000,1156,4,3.8066625,107,34,45.4285714,0,1,0,1,0,1160                
35,41,0,1,0,1,1,0,0,12,0,7.3132200,1225,5,3.7135721,107,34,45.4285714,0,1,0,1,0,1160                
36,42,0,1,0,1,1,0,0,12,0,7.3297500,1296,6,3.7376696,107,34,45.4285714,0,1,0,1,0,1160                
37,47,0,1,0,1,1,0,0,12,0,7.4955400,1369,7,3.8501476,107,34,45.4285714,0,1,0,1,0,1160                
15,31,1,1,0,0,1,0,1,12,0,6.2461100,225,1,3.4339872,108,18,45.1428571,1,1,0,0,.8571429,328           
16,51,1,1,0,0,1,0,0,12,0,6.2146100,256,2,3.9318256,108,18,45.1428571,1,1,0,0,.8571429,328           
17,45,1,1,0,0,1,0,1,12,0,6.4769700,289,3,3.8066625,108,18,45.1428571,1,1,0,0,.8571429,328           
18,49,1,1,0,0,1,0,1,12,0,6.4967700,324,4,3.8918203,108,18,45.1428571,1,1,0,0,.8571429,328           
19,48,1,1,0,0,1,0,1,12,0,6.6147300,361,5,3.8712010,108,18,45.1428571,1,1,0,0,.8571429,328           
20,47,1,1,0,0,1,0,1,12,0,6.7452400,400,6,3.8501476,108,18,45.1428571,1,1,0,0,.8571429,328           
21,45,1,1,0,0,1,0,1,12,0,7.1309000,441,7,3.8066625,108,18,45.1428571,1,1,0,0,.8571429,328           
25,48,0,1,0,1,1,0,1,12,0,6.7452400,625,1,3.8712010,109,28,47.7142857,.1428571,1,0,1,.1428571,788    
26,48,0,1,0,1,1,0,0,12,0,6.8134400,676,2,3.8712010,109,28,47.7142857,.1428571,1,0,1,.1428571,788    
27,48,0,1,0,1,1,0,0,12,0,6.8721300,729,3,3.8712010,109,28,47.7142857,.1428571,1,0,1,.1428571,788    
28,47,0,1,0,1,1,0,0,12,0,7.1066100,784,4,3.8501476,109,28,47.7142857,.1428571,1,0,1,.1428571,788    
29,47,0,1,0,1,1,0,0,12,0,7.2442300,841,5,3.8501476,109,28,47.7142857,.1428571,1,0,1,.1428571,788    
30,47,1,1,0,1,1,0,0,12,0,7.2998000,900,6,3.8501476,109,28,47.7142857,.1428571,1,0,1,.1428571,788    
31,49,0,1,0,1,1,0,0,12,0,7.3777600,961,7,3.8918203,109,28,47.7142857,.1428571,1,0,1,.1428571,788    
37,47,0,1,0,1,1,0,1,12,0,6.5072800,1369,1,3.8501476,110,40,45.5714286,0,1,0,1,1,1604                
38,46,0,1,0,1,1,0,1,12,0,6.5510800,1444,2,3.8286414,110,40,45.5714286,0,1,0,1,1,1604                
39,46,0,1,0,1,1,0,1,12,0,6.8773000,1521,3,3.8286414,110,40,45.5714286,0,1,0,1,1,1604                
40,46,0,1,0,1,1,0,1,12,0,6.5510800,1600,4,3.8286414,110,40,45.5714286,0,1,0,1,1,1604                
41,47,0,1,0,1,1,0,1,12,0,7.0475200,1681,5,3.8501476,110,40,45.5714286,0,1,0,1,1,1604                
42,47,0,1,0,1,1,0,1,12,0,6.8341100,1764,6,3.8501476,110,40,45.5714286,0,1,0,1,1,1604                
43,40,0,1,0,1,1,0,1,12,0,6.7452400,1849,7,3.6888795,110,40,45.5714286,0,1,0,1,1,1604                
6,50,1,0,0,0,0,0,0,13,0,6.1092500,36,1,3.9120230,111,9,49.8571429,.4285714,0,0,.5714286,0,85        
7,49,1,0,0,0,0,0,0,13,0,6.3135500,49,2,3.8918203,111,9,49.8571429,.4285714,0,0,.5714286,0,85        
8,49,1,0,0,0,0,0,0,13,0,6.4536200,64,3,3.8918203,111,9,49.8571429,.4285714,0,0,.5714286,0,85        
9,49,0,0,0,1,0,0,0,13,0,6.6846100,81,4,3.8918203,111,9,49.8571429,.4285714,0,0,.5714286,0,85        
10,51,0,0,0,1,0,0,0,13,0,6.7912200,100,5,3.9318256,111,9,49.8571429,.4285714,0,0,.5714286,0,85      
11,52,0,0,0,1,0,0,0,13,0,6.8351800,121,6,3.9512437,111,9,49.8571429,.4285714,0,0,.5714286,0,85      
12,49,0,0,0,1,0,0,0,13,0,6.9679100,144,7,3.8918203,111,9,49.8571429,.4285714,0,0,.5714286,0,85      
19,49,0,0,0,1,0,0,0,13,0,6.9057500,361,1,3.8918203,112,22,47.8571429,0,0,0,1,0,488                  
20,49,0,0,0,1,0,0,0,13,0,6.9057500,400,2,3.8918203,112,22,47.8571429,0,0,0,1,0,488                  
21,49,0,0,0,1,0,0,0,13,0,7.1107000,441,3,3.8918203,112,22,47.8571429,0,0,0,1,0,488                  
22,48,0,0,0,1,0,0,0,13,0,7.2513400,484,4,3.8712010,112,22,47.8571429,0,0,0,1,0,488                  
23,46,0,0,0,1,0,0,0,13,0,7.3460100,529,5,3.8286414,112,22,47.8571429,0,0,0,1,0,488                  
24,46,0,0,0,1,0,0,0,13,0,7.3460100,576,6,3.8286414,112,22,47.8571429,0,0,0,1,0,488                  
25,48,0,0,0,1,0,0,0,13,0,7.2998000,625,7,3.8712010,112,22,47.8571429,0,0,0,1,0,488                  
27,39,0,0,0,1,1,0,0,17,0,6.9057500,729,1,3.6635616,113,30,42.7142857,0,0,0,1,0,904                  
28,36,0,0,0,1,1,0,0,17,0,6.9057500,784,2,3.5835189,113,30,42.7142857,0,0,0,1,0,904                  
29,50,0,0,0,1,1,0,0,17,0,7.1701200,841,3,3.9120230,113,30,42.7142857,0,0,0,1,0,904                  
30,48,0,0,0,1,1,0,0,17,0,7.4553000,900,4,3.8712010,113,30,42.7142857,0,0,0,1,0,904                  
31,48,0,0,0,1,1,0,0,17,0,7.5600800,961,5,3.8712010,113,30,42.7142857,0,0,0,1,0,904                  
32,39,0,0,0,1,1,0,0,17,0,7.3721200,1024,6,3.6635616,113,30,42.7142857,0,0,0,1,0,904                 
33,39,0,0,0,1,1,0,0,17,0,7.7557700,1089,7,3.6635616,113,30,42.7142857,0,0,0,1,0,904                 
29,50,0,0,0,1,1,0,0,17,0,6.2897200,841,1,3.9120230,114,32,49.5714286,0,0,0,.2857143,0,1028          
30,50,0,0,0,1,1,0,0,17,0,6.3613000,900,2,3.9120230,114,32,49.5714286,0,0,0,.2857143,0,1028          
31,50,0,0,0,0,1,0,0,17,0,6.4361500,961,3,3.9120230,114,32,49.5714286,0,0,0,.2857143,0,1028          
32,50,0,0,0,0,1,0,0,17,0,6.4345500,1024,4,3.9120230,114,32,49.5714286,0,0,0,.2857143,0,1028         
33,49,0,0,0,0,1,0,0,17,0,6.4118200,1089,5,3.8918203,114,32,49.5714286,0,0,0,.2857143,0,1028         
34,49,0,0,0,0,1,0,0,17,0,6.3699000,1156,6,3.8918203,114,32,49.5714286,0,0,0,.2857143,0,1028         
35,49,0,0,0,0,1,0,0,17,0,6.4677000,1225,7,3.8918203,114,32,49.5714286,0,0,0,.2857143,0,1028         
14,49,0,1,0,0,1,0,0,12,0,6.6945600,196,1,3.8918203,115,17,48.8571429,.1428571,1,0,0,0,293           
15,49,0,1,0,0,1,0,0,12,0,6.7684900,225,2,3.8918203,115,17,48.8571429,.1428571,1,0,0,0,293           
16,49,0,1,0,0,1,0,0,12,0,6.9077600,256,3,3.8918203,115,17,48.8571429,.1428571,1,0,0,0,293           
17,49,0,1,0,0,1,0,0,12,0,7.0396600,289,4,3.8918203,115,17,48.8571429,.1428571,1,0,0,0,293           
18,49,0,1,0,0,1,0,0,12,0,7.0255400,324,5,3.8918203,115,17,48.8571429,.1428571,1,0,0,0,293           
19,49,0,1,0,0,1,0,0,12,0,7.2276600,361,6,3.8918203,115,17,48.8571429,.1428571,1,0,0,0,293           
20,48,1,1,0,0,1,0,0,12,0,7.2122900,400,7,3.8712010,115,17,48.8571429,.1428571,1,0,0,0,293           
14,50,1,1,0,0,1,0,1,14,0,6.7405200,196,1,3.9120230,116,17,49.1428571,1,1,0,0,1,293                  
15,50,1,1,0,0,1,0,1,14,0,6.8297900,225,2,3.9120230,116,17,49.1428571,1,1,0,0,1,293                  
16,49,1,1,0,0,1,0,1,14,0,6.8023900,256,3,3.8918203,116,17,49.1428571,1,1,0,0,1,293                  
17,48,1,1,0,0,1,0,1,14,0,6.9469800,289,4,3.8712010,116,17,49.1428571,1,1,0,0,1,293                  
18,50,1,1,0,0,1,0,1,14,0,7.0103100,324,5,3.9120230,116,17,49.1428571,1,1,0,0,1,293                  
19,49,1,1,0,0,1,0,1,14,0,7.1356900,361,6,3.8918203,116,17,49.1428571,1,1,0,0,1,293                  
20,48,1,1,0,0,1,0,1,14,0,7.0681700,400,7,3.8712010,116,17,49.1428571,1,1,0,0,1,293                  
14,38,0,0,0,1,0,1,0,17,0,6.5792500,196,1,3.6375862,117,17,37.7142857,0,0,0,1,.8571429,293           
15,36,0,0,0,1,0,1,1,17,0,6.3969300,225,2,3.5835189,117,17,37.7142857,0,0,0,1,.8571429,293           
16,39,0,0,0,1,0,1,1,17,0,6.6200700,256,3,3.6635616,117,17,37.7142857,0,0,0,1,.8571429,293           
17,42,0,0,0,1,0,1,1,17,0,6.7093000,289,4,3.7376696,117,17,37.7142857,0,0,0,1,.8571429,293           
18,39,0,0,0,1,0,1,1,17,0,6.7684900,324,5,3.6635616,117,17,37.7142857,0,0,0,1,.8571429,293           
19,27,0,0,0,1,0,1,1,17,0,6.9353700,361,6,3.2958369,117,17,37.7142857,0,0,0,1,.8571429,293           
20,43,0,0,0,1,0,1,1,17,0,7.0475200,400,7,3.7612001,117,17,37.7142857,0,0,0,1,.8571429,293           
25,41,1,1,0,0,1,0,1,9,0,6.5861700,625,1,3.7135721,118,28,45,1,1,0,0,1,788       
26,48,1,1,0,0,1,0,1,9,0,6.6846100,676,2,3.8712010,118,28,45,1,1,0,0,1,788       
27,48,1,1,0,0,1,0,1,9,0,6.7153800,729,3,3.8712010,118,28,45,1,1,0,0,1,788       
28,47,1,1,0,0,1,0,1,9,0,6.7742200,784,4,3.8501476,118,28,45,1,1,0,0,1,788       
29,41,1,1,0,0,1,0,1,9,0,6.8564600,841,5,3.7135721,118,28,45,1,1,0,0,1,788       
30,43,1,1,0,0,1,0,1,9,0,6.9167200,900,6,3.7612001,118,28,45,1,1,0,0,1,788       
31,47,1,1,0,0,1,0,1,9,0,6.9994200,961,7,3.8501476,118,28,45,1,1,0,0,1,788       
16,50,0,0,0,1,1,0,0,17,0,6.9057500,256,1,3.9120230,119,19,50.2857143,0,.1428571,0,1,0,365           
17,50,0,0,0,1,1,0,0,17,0,6.9057500,289,2,3.9120230,119,19,50.2857143,0,.1428571,0,1,0,365           
18,51,0,0,0,1,1,0,0,17,0,8.0864100,324,3,3.9318256,119,19,50.2857143,0,.1428571,0,1,0,365           
19,49,0,0,0,1,1,0,0,17,0,8.2295100,361,4,3.8918203,119,19,50.2857143,0,.1428571,0,1,0,365           
20,52,0,0,0,1,1,0,0,17,0,7.9098600,400,5,3.9512437,119,19,50.2857143,0,.1428571,0,1,0,365           
21,50,0,1,0,1,1,0,0,17,0,8.1208900,441,6,3.9120230,119,19,50.2857143,0,.1428571,0,1,0,365           
22,50,0,0,0,1,1,0,0,17,0,8.5370000,484,7,3.9120230,119,19,50.2857143,0,.1428571,0,1,0,365           
14,51,1,1,0,1,1,0,0,12,0,6.2441700,196,1,3.9318256,120,17,49.8571429,1,1,0,1,0,293                  
15,50,1,1,0,1,1,0,0,12,0,6.3969300,225,2,3.9120230,120,17,49.8571429,1,1,0,1,0,293                  
16,50,1,1,0,1,1,0,0,12,0,6.9077600,256,3,3.9120230,120,17,49.8571429,1,1,0,1,0,293                  
17,49,1,1,0,1,1,0,0,12,0,6.9077600,289,4,3.8918203,120,17,49.8571429,1,1,0,1,0,293                  
18,50,1,1,0,1,1,0,0,12,0,6.7719400,324,5,3.9120230,120,17,49.8571429,1,1,0,1,0,293                  
19,50,1,1,0,1,1,0,0,12,0,6.8669300,361,6,3.9120230,120,17,49.8571429,1,1,0,1,0,293                  
20,49,1,1,0,1,1,0,0,12,0,6.9077600,400,7,3.8918203,120,17,49.8571429,1,1,0,1,0,293                  
13,51,0,1,0,1,1,0,0,16,0,6.9057500,169,1,3.9318256,121,16,49.2857143,0,1,0,.2857143,0,260           
14,49,0,1,0,1,1,0,0,16,0,6.9057500,196,2,3.8918203,121,16,49.2857143,0,1,0,.2857143,0,260           
15,49,0,1,0,0,0,0,0,16,0,7.4673700,225,3,3.8918203,121,16,49.2857143,0,1,0,.2857143,0,260           
16,48,0,1,0,0,0,0,0,16,0,7.5229400,256,4,3.8712010,121,16,49.2857143,0,1,0,.2857143,0,260           
17,49,0,1,0,0,0,0,0,16,0,7.6009000,289,5,3.8918203,121,16,49.2857143,0,1,0,.2857143,0,260           
18,50,0,1,0,0,0,0,0,16,0,7.5076900,324,6,3.9120230,121,16,49.2857143,0,1,0,.2857143,0,260           
19,49,0,1,0,0,0,0,0,16,0,7.6496900,361,7,3.8918203,121,16,49.2857143,0,1,0,.2857143,0,260           
15,49,1,0,0,0,1,0,1,12,0,6.6200700,225,1,3.8918203,122,18,48.7142857,1,0,0,0,1,328                  
16,48,1,0,0,0,1,0,1,12,0,6.7141700,256,2,3.8712010,122,18,48.7142857,1,0,0,0,1,328                  
17,48,1,0,0,0,1,0,1,12,0,6.8189200,289,3,3.8712010,122,18,48.7142857,1,0,0,0,1,328                  
18,49,1,0,0,0,1,0,1,12,0,6.9763500,324,4,3.8918203,122,18,48.7142857,1,0,0,0,1,328                  
19,48,1,0,0,0,1,0,1,12,0,6.9265800,361,5,3.8712010,122,18,48.7142857,1,0,0,0,1,328                  
20,49,1,0,0,0,1,0,1,12,0,7.0030700,400,6,3.8918203,122,18,48.7142857,1,0,0,0,1,328                  
21,50,1,0,0,0,1,0,1,12,0,7.0030700,441,7,3.9120230,122,18,48.7142857,1,0,0,0,1,328                  
27,47,1,1,1,0,1,0,1,8,0,6.3099200,729,1,3.8501476,123,30,43.1428571,1,1,1,0,1,904                   
28,43,1,1,1,0,1,0,1,8,0,6.5510800,784,2,3.7612001,123,30,43.1428571,1,1,1,0,1,904                   
29,50,1,1,1,0,1,0,1,8,0,6.5652600,841,3,3.9120230,123,30,43.1428571,1,1,1,0,1,904                   
30,47,1,1,1,0,1,0,1,8,0,6.7452400,900,4,3.8501476,123,30,43.1428571,1,1,1,0,1,904                   
31,47,1,1,1,0,1,0,1,8,0,6.9392500,961,5,3.8501476,123,30,43.1428571,1,1,1,0,1,904                   
32,39,1,1,1,0,1,0,1,8,0,6.9565500,1024,6,3.6635616,123,30,43.1428571,1,1,1,0,1,904                  
33,29,1,1,1,0,1,0,1,8,0,7.0030700,1089,7,3.3672958,123,30,43.1428571,1,1,1,0,1,904                  
28,49,0,0,1,0,1,0,0,16,0,6.8977000,784,1,3.8918203,124,31,48.8571429,0,0,1,0,0,965                  
29,50,0,0,1,0,1,0,0,16,0,6.9057500,841,2,3.9120230,124,31,48.8571429,0,0,1,0,0,965                  
30,49,0,0,1,0,1,0,0,16,0,7.1701200,900,3,3.8918203,124,31,48.8571429,0,0,1,0,0,965                  
31,49,0,0,1,0,1,0,0,16,0,7.3132200,961,4,3.8918203,124,31,48.8571429,0,0,1,0,0,965                  
32,49,0,0,1,0,1,0,0,16,0,7.3777600,1024,5,3.8918203,124,31,48.8571429,0,0,1,0,0,965                 
33,49,0,0,1,0,1,0,0,16,0,7.4955400,1089,6,3.8918203,124,31,48.8571429,0,0,1,0,0,965                 
34,47,0,0,1,0,1,0,0,16,0,7.4955400,1156,7,3.8501476,124,31,48.8571429,0,0,1,0,0,965                 
14,38,1,1,1,1,1,0,1,12,0,6.2205900,196,1,3.6375862,125,17,47.4285714,1,1,1,1,1,293                  
15,49,1,1,1,1,1,0,1,12,0,6.3007900,225,2,3.8918203,125,17,47.4285714,1,1,1,1,1,293                  
16,49,1,1,1,1,1,0,1,12,0,6.3767300,256,3,3.8918203,125,17,47.4285714,1,1,1,1,1,293                  
17,49,1,1,1,1,1,0,1,12,0,6.5012900,289,4,3.8918203,125,17,47.4285714,1,1,1,1,1,293                  
18,49,1,1,1,1,1,0,1,12,0,6.6200700,324,5,3.8918203,125,17,47.4285714,1,1,1,1,1,293                  
19,49,1,1,1,1,1,0,1,12,0,6.7867200,361,6,3.8918203,125,17,47.4285714,1,1,1,1,1,293                  
20,49,1,1,1,1,1,0,1,12,0,6.9167200,400,7,3.8918203,125,17,47.4285714,1,1,1,1,1,293                  
3,38,1,1,0,0,1,0,0,12,0,6.4167300,9,1,3.6375862,126,6,48.8571429,1,.7142857,0,0,0,40                
4,51,1,1,0,0,1,0,0,12,0,6.4892000,16,2,3.9318256,126,6,48.8571429,1,.7142857,0,0,0,40               
5,49,1,1,0,0,1,0,0,12,0,6.6174000,25,3,3.8918203,126,6,48.8571429,1,.7142857,0,0,0,40               
6,51,1,1,0,0,1,0,0,12,0,6.7056400,36,4,3.9318256,126,6,48.8571429,1,.7142857,0,0,0,40               
7,51,1,1,0,0,1,0,0,12,0,6.8564600,49,5,3.9318256,126,6,48.8571429,1,.7142857,0,0,0,40               
8,50,1,0,0,0,1,0,0,12,0,6.4377500,64,6,3.9120230,126,6,48.8571429,1,.7142857,0,0,0,40               
9,52,1,0,0,0,1,0,0,12,0,5.7462000,81,7,3.9512437,126,6,48.8571429,1,.7142857,0,0,0,40               
28,51,1,0,0,1,1,0,1,14,0,6.8351800,784,1,3.9318256,127,31,46.5714286,1,0,0,1,1,965                  
29,48,1,0,0,1,1,0,1,14,0,6.9057500,841,2,3.8712010,127,31,46.5714286,1,0,0,1,1,965                  
30,48,1,0,0,1,1,0,1,14,0,7.0817100,900,3,3.8712010,127,31,46.5714286,1,0,0,1,1,965                  
31,45,1,0,0,1,1,0,1,14,0,7.0983800,961,4,3.8066625,127,31,46.5714286,1,0,0,1,1,965                  
32,48,1,0,0,1,1,0,1,14,0,7.3777600,1024,5,3.8712010,127,31,46.5714286,1,0,0,1,1,965                 
33,49,1,0,0,1,1,0,1,14,0,7.4383800,1089,6,3.8918203,127,31,46.5714286,1,0,0,1,1,965                 
34,37,1,0,0,1,1,0,1,14,0,7.3524400,1156,7,3.6109179,127,31,46.5714286,1,0,0,1,1,965                 
27,48,1,0,0,0,1,0,0,12,0,5.5214600,729,1,3.8712010,128,30,44.2857143,1,.7142857,0,.1428571,.5714286,904                 
28,30,1,0,0,0,1,0,0,12,0,5.8971500,784,2,3.4011974,128,30,44.2857143,1,.7142857,0,.1428571,.5714286,904                 
29,50,1,1,0,0,1,0,1,12,0,6.3561100,841,3,3.9120230,128,30,44.2857143,1,.7142857,0,.1428571,.5714286,904                 
30,50,1,1,0,0,1,0,1,12,0,6.4769700,900,4,3.9120230,128,30,44.2857143,1,.7142857,0,.1428571,.5714286,904                 
31,49,1,1,0,0,1,0,1,12,0,6.5467900,961,5,3.8918203,128,30,44.2857143,1,.7142857,0,.1428571,.5714286,904                 
32,42,1,1,0,0,1,0,1,12,0,6.6567300,1024,6,3.7376696,128,30,44.2857143,1,.7142857,0,.1428571,.5714286,904                
33,41,1,1,0,1,1,0,0,12,0,6.7627300,1089,7,3.7135721,128,30,44.2857143,1,.7142857,0,.1428571,.5714286,904                
31,49,0,1,0,1,1,0,1,8,0,6.0707400,961,1,3.8918203,129,34,48.8571429,.2857143,.5714286,0,1,1,1160    
32,48,0,1,0,1,1,0,1,8,0,6.1268700,1024,2,3.8712010,129,34,48.8571429,.2857143,.5714286,0,1,1,1160   
33,49,0,1,0,1,1,0,1,8,0,6.2146100,1089,3,3.8918203,129,34,48.8571429,.2857143,.5714286,0,1,1,1160   
34,49,0,0,0,1,1,0,1,8,0,6.2728800,1156,4,3.8918203,129,34,48.8571429,.2857143,.5714286,0,1,1,1160   
35,49,0,0,0,1,1,0,1,8,0,6.3279400,1225,5,3.8918203,129,34,48.8571429,.2857143,.5714286,0,1,1,1160   
36,49,1,0,0,1,1,0,1,8,0,6.4441300,1296,6,3.8918203,129,34,48.8571429,.2857143,.5714286,0,1,1,1160   
37,49,1,1,0,1,1,0,1,8,0,6.4907200,1369,7,3.8918203,129,34,48.8571429,.2857143,.5714286,0,1,1,1160   
31,46,0,1,0,1,1,0,1,8,0,6.4831100,961,1,3.8286414,130,34,45.8571429,.1428571,.7142857,0,1,1,1160    
32,45,0,1,0,1,1,0,1,8,0,6.5250300,1024,2,3.8066625,130,34,45.8571429,.1428571,.7142857,0,1,1,1160   
33,46,0,1,0,1,1,0,1,8,0,6.6080000,1089,3,3.8286414,130,34,45.8571429,.1428571,.7142857,0,1,1,1160   
34,46,0,0,0,1,1,0,1,8,0,6.7153800,1156,4,3.8286414,130,34,45.8571429,.1428571,.7142857,0,1,1,1160   
35,46,0,0,0,1,1,0,1,8,0,6.8405500,1225,5,3.8286414,130,34,45.8571429,.1428571,.7142857,0,1,1,1160   
36,46,0,1,0,1,1,0,1,8,0,6.9697900,1296,6,3.8286414,130,34,45.8571429,.1428571,.7142857,0,1,1,1160   
37,46,1,1,0,1,1,0,1,8,0,7.0475200,1369,7,3.8286414,130,34,45.8571429,.1428571,.7142857,0,1,1,1160   
30,45,1,1,0,1,1,0,1,8,0,6.4831100,900,1,3.8066625,131,33,42.8571429,1,1,0,1,1,1093                  
31,43,1,1,0,1,1,0,1,8,0,6.5539300,961,2,3.7612001,131,33,42.8571429,1,1,0,1,1,1093                  
32,45,1,1,0,1,1,0,1,8,0,6.5998700,1024,3,3.8066625,131,33,42.8571429,1,1,0,1,1,1093                 
33,45,1,1,0,1,1,0,1,8,0,6.7093000,1089,4,3.8066625,131,33,42.8571429,1,1,0,1,1,1093                 
34,43,1,1,0,1,1,0,1,8,0,6.8564600,1156,5,3.7612001,131,33,42.8571429,1,1,0,1,1,1093                 
35,38,1,1,0,1,1,0,1,8,0,6.9679100,1225,6,3.6375862,131,33,42.8571429,1,1,0,1,1,1093                 
36,41,1,1,0,1,1,0,1,8,0,7.0621900,1296,7,3.7135721,131,33,42.8571429,1,1,0,1,1,1093                 
